company_id,company_name,industry,headquarters_region,dfw_presence,strategic_summary,tech_stack_themes,growth_signals,risk_factors,sponsorship_context,priority_tier,last_updated,business_model,major_business_units,current_strategic_themes,technology_themes,ai_data_cloud_security_themes,recent_projects_or_initiatives,known_platforms_or_tools,why_they_hire_tech_roles,common_role_families,sponsorship_signal_summary,source_urls
C022,American Airlines,Aviation + Technology,Fort Worth HQ,Fort Worth,American Airlines (Fort Worth): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,Texas top H-1B employer list; DFW HQ,Tier 1 - attack first,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,Texas top H-1B employer list; DFW HQ H-1B employer signal confidence 5/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://jobs.aa.com,https://news.aa.com,https://jobs.aa.com/en/teams/technology,https://www.dol.gov/agencies/eta/foreign-labor"
C023,Southwest Airlines,Aviation + Tech Operations,Dallas HQ,Dallas,Southwest Airlines (Dallas): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,DFW HQ; sponsor evidence should be verified via DOL/USCIS,Tier 1 - attack first,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,DFW HQ; sponsor evidence should be verified via DOL/USCIS H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://careers.southwestair.com,https://www.swamedia.com,https://careers.southwestair.com/technology,https://www.dol.gov/agencies/eta/foreign-labor"
C024,McKesson,Healthcare Distribution + Tech,Irving HQ,Irving,McKesson (Irving): Health IT modernization; data interoperability; cybersecurity; AI-assisted research. DFW presence supports technology hiring in target role families.,EHR integration;cloud;data warehouses;identity management,Health IT modernization; data interoperability; cybersecurity; AI-assisted research,Role location verification; competitive hiring; sponsorship varies by team,DFW Fortune/HQ; sponsor verification needed,Tier 1 - attack first,2026-07-04,"Healthcare delivery, distribution, or research revenue with increasing investment in clinical and operational technology.",Clinical operations; research; supply chain; health IT; pharmacy services,Health IT modernization; data interoperability; cybersecurity; AI-assisted research,EHR integration; cloud; data warehouses; identity management,HIPAA-aligned security; clinical analytics; AI governance; IAM,Digital transformation; Cloud and data platforms; Cybersecurity programs,Epic; cloud platforms; Python; SQL; Splunk; ServiceNow,"Secure patient data, automate supply chain, and enable research and clinical analytics.",Health IT Analyst; Data Analyst; Security Engineer; Cloud Engineer; Research Technology,DFW Fortune/HQ; sponsor verification needed H-1B employer signal confidence 4/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://careers.mckesson.com,https://www.mckesson.com/about-us/newsroom/,https://www.mckesson.com/about-mckesson/our-businesses/technology/,https://www.dol.gov/agencies/eta/foreign-labor"
C025,CBRE,Real Estate + Data/Tech,Dallas HQ,Dallas,CBRE (Dallas): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,DFW Fortune/HQ; DOL/USCIS validation needed,Tier 2 - DFW HQ / verify sponsorship,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,DFW Fortune/HQ; DOL/USCIS validation needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://careers.cbre.com,https://www.cbre.com/press-releases,https://www.cbre.com/technology,https://www.dol.gov/agencies/eta/foreign-labor"
C026,Lockheed Martin,Aerospace + Defense,Fort Worth / DFW,Fort Worth / Grand Prairie,Lockheed Martin (Fort Worth / Grand Prairie): Digital engineering; cyber resilience; software-defined systems; supply chain security. DFW presence supports technology hiring in target role families.,Secure development;cloud for unclassified workloads;data analytics;DevSecOps,Digital engineering; cyber resilience; software-defined systems; supply chain security,Role location verification; competitive hiring; sponsorship varies by team; clearance/citizenship constraints,DFW defense employer; sponsorship may be restricted by clearance/export control,Tier 2 - strong DFW / sponsorship constraints,2026-07-04,"Defense and aerospace contract revenue from platforms, systems integration, and classified programs.",Aeronautics; missiles and fire control; space; cyber; enterprise IT,Digital engineering; cyber resilience; software-defined systems; supply chain security,Secure development; cloud for unclassified workloads; data analytics; DevSecOps,Zero trust; classified network security; AI for maintenance; IAM,Digital transformation; Cloud and data platforms; Cybersecurity programs,Secure cloud; Python; Splunk; CMMC-aligned tooling,Engineer secure systems for defense programs; many roles require US citizenship/clearance.,Software Engineer; Cybersecurity Analyst; Systems Engineer; Cloud Security Analyst; Data Engineer,DFW defense employer; sponsorship may be restricted by clearance/export control H-1B employer signal confidence 2/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://www.lockheedmartinjobs.com,https://news.lockheedmartin.com,https://www.lockheedmartin.com/en-us/capabilities/cyber.html,https://www.dol.gov/agencies/eta/foreign-labor"
C027,Raytheon / RTX,Defense + Aerospace Tech,McKinney / DFW,McKinney / Richardson,Raytheon / RTX (McKinney / Richardson): Digital engineering; cyber resilience; software-defined systems; supply chain security. DFW presence supports technology hiring in target role families.,Secure development;cloud for unclassified workloads;data analytics;DevSecOps,Digital engineering; cyber resilience; software-defined systems; supply chain security,Role location verification; competitive hiring; sponsorship varies by team; clearance/citizenship constraints,DFW defense presence; sponsorship may be restricted,Tier 2 - strong DFW / sponsorship constraints,2026-07-04,"Defense and aerospace contract revenue from platforms, systems integration, and classified programs.",Aeronautics; missiles and fire control; space; cyber; enterprise IT,Digital engineering; cyber resilience; software-defined systems; supply chain security,Secure development; cloud for unclassified workloads; data analytics; DevSecOps,Zero trust; classified network security; AI for maintenance; IAM,Digital transformation; Cloud and data platforms; Cybersecurity programs,Secure cloud; Python; Splunk; CMMC-aligned tooling,Engineer secure systems for defense programs; many roles require US citizenship/clearance.,Software Engineer; Cybersecurity Analyst; Systems Engineer; Cloud Security Analyst; Data Engineer,DFW defense presence; sponsorship may be restricted H-1B employer signal confidence 2/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://careers.rtx.com,https://www.rtx.com/news,https://www.rtx.com/who-we-are/technology-and-innovation,https://www.dol.gov/agencies/eta/foreign-labor"
C028,BNSF Railway,Transportation + Tech Operations,Fort Worth HQ,Fort Worth,BNSF Railway (Fort Worth): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,DFW HQ; DOL/USCIS validation needed,Tier 2 - DFW HQ / verify sponsorship,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,DFW HQ; DOL/USCIS validation needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://jobs.bnsf.com,https://www.bnsf.com/news-media/,https://www.bnsf.com/about-bnsf/technology/,https://www.dol.gov/agencies/eta/foreign-labor"
C029,GM Financial,FinTech + Auto Finance,Fort Worth HQ,Fort Worth,GM Financial (Fort Worth): Digital banking; AI productivity; platform modernization; risk and compliance automation. DFW presence supports technology hiring in target role families.,Cloud migration;microservices;data platforms;API banking;DevSecOps,Digital banking; AI productivity; platform modernization; risk and compliance automation,Role location verification; competitive hiring; sponsorship varies by team,DFW HQ; sponsor verification needed,Tier 2 - DFW HQ / verify sponsorship,2026-07-04,"Regulated financial services revenue from lending, payments, trading, and wealth management with technology as core delivery channel.",Consumer banking; commercial banking; markets; wealth/asset management; corporate technology,Digital banking; AI productivity; platform modernization; risk and compliance automation,Cloud migration; microservices; data platforms; API banking; DevSecOps,Responsible AI; fraud analytics; IAM; SIEM; model risk governance,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS/Azure; Kubernetes; Python; SQL; Splunk; ServiceNow,"Scale regulated digital products, automate operations, and maintain security controls across global platforms.",Technology Analyst; Software Engineer; Cloud Security; Data Engineer; AI/ML Engineer,DFW HQ; sponsor verification needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://careers.gmfinancial.com,https://news.gmfinancial.com,https://www.gmfinancial.com/en-us/company/about-us/technology.html,https://www.dol.gov/agencies/eta/foreign-labor"
C030,Sabre,Travel Tech,Southlake HQ,Southlake,Sabre (Southlake): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,DFW technology company; sponsor verification needed,Tier 2 - DFW tech / verify sponsorship,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,DFW technology company; sponsor verification needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://www.sabre.com/about/careers/,https://investors.sabre.com/news-releases,https://www.sabre.com/insights/,https://www.dol.gov/agencies/eta/foreign-labor"
C031,Alkami Technology,FinTech SaaS,Plano HQ,Plano,Alkami Technology (Plano): Digital banking; AI productivity; platform modernization; risk and compliance automation. DFW presence supports technology hiring in target role families.,Cloud migration;microservices;data platforms;API banking;DevSecOps,Digital banking; AI productivity; platform modernization; risk and compliance automation,Role location verification; competitive hiring; sponsorship varies by team,Plano fintech; sponsor verification needed,Tier 2 - DFW tech / verify sponsorship,2026-07-04,"Regulated financial services revenue from lending, payments, trading, and wealth management with technology as core delivery channel.",Consumer banking; commercial banking; markets; wealth/asset management; corporate technology,Digital banking; AI productivity; platform modernization; risk and compliance automation,Cloud migration; microservices; data platforms; API banking; DevSecOps,Responsible AI; fraud analytics; IAM; SIEM; model risk governance,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS/Azure; Kubernetes; Python; SQL; Splunk; ServiceNow,"Scale regulated digital products, automate operations, and maintain security controls across global platforms.",Technology Analyst; Software Engineer; Cloud Security; Data Engineer; AI/ML Engineer,Plano fintech; sponsor verification needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://www.alkami.com/careers/,https://www.alkami.com/news/,https://www.alkami.com/platform/,https://www.dol.gov/agencies/eta/foreign-labor"
C032,Tyler Technologies,GovTech SaaS,Plano HQ,Plano,Tyler Technologies (Plano): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,Plano HQ; sponsor verification needed,Tier 2 - DFW tech / verify sponsorship,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,Plano HQ; sponsor verification needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://www.tylertech.com/careers,https://www.tylertech.com/news,https://www.tylertech.com/solutions,https://www.dol.gov/agencies/eta/foreign-labor"
C033,State Farm,Insurance + Enterprise Tech,Bloomington / Richardson,Richardson,State Farm (Richardson): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,Large Richardson presence; sponsor verification needed,Tier 2 - DFW hub / verify sponsorship,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,Large Richardson presence; sponsor verification needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://jobs.statefarm.com,https://newsroom.statefarm.com,https://www.statefarm.com/careers/technology,https://www.dol.gov/agencies/eta/foreign-labor"
C034,Liberty Mutual,Insurance + Tech,Boston / Plano,Plano,Liberty Mutual (Plano): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,Plano top employer; sponsor verification needed,Tier 2 - DFW hub / verify sponsorship,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,Plano top employer; sponsor verification needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://jobs.libertymutual.com,https://newsroom.libertymutual.com,https://jobs.libertymutual.com/technology,https://www.dol.gov/agencies/eta/foreign-labor"
C035,PepsiCo / Frito-Lay,Consumer Goods + Supply Chain Tech,Purchase / Plano,Plano,PepsiCo / Frito-Lay (Plano): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,Plano top employer; sponsor verification needed,Tier 2 - DFW hub / verify sponsorship,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,Plano top employer; sponsor verification needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://www.pepsicojobs.com,https://www.pepsico.com/news,https://www.pepsico.com/our-stories/technology,https://www.dol.gov/agencies/eta/foreign-labor"
C036,Wells Fargo,Finance + Risk + Technology,San Francisco / DFW,Irving / Dallas,Wells Fargo (Irving / Dallas): Digital banking; AI productivity; platform modernization; risk and compliance automation. DFW presence supports technology hiring in target role families.,Cloud migration;microservices;data platforms;API banking;DevSecOps,Digital banking; AI productivity; platform modernization; risk and compliance automation,Role location verification; competitive hiring; sponsorship varies by team,Sponsor history likely via DOL; DFW presence; validate current roles,Tier 2 - strong finance / verify DFW,2026-07-04,"Regulated financial services revenue from lending, payments, trading, and wealth management with technology as core delivery channel.",Consumer banking; commercial banking; markets; wealth/asset management; corporate technology,Digital banking; AI productivity; platform modernization; risk and compliance automation,Cloud migration; microservices; data platforms; API banking; DevSecOps,Responsible AI; fraud analytics; IAM; SIEM; model risk governance,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS/Azure; Kubernetes; Python; SQL; Splunk; ServiceNow,"Scale regulated digital products, automate operations, and maintain security controls across global platforms.",Technology Analyst; Software Engineer; Cloud Security; Data Engineer; AI/ML Engineer,Sponsor history likely via DOL; DFW presence; validate current roles H-1B employer signal confidence 4/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://www.wellsfargojobs.com,https://newsroom.wf.com,https://www.wellsfargo.com/about/careers/technology/,https://www.dol.gov/agencies/eta/foreign-labor"
C037,Morgan Stanley,Finance + Technology,New York / Dallas,Dallas,Morgan Stanley (Dallas): Digital banking; AI productivity; platform modernization; risk and compliance automation. DFW presence supports technology hiring in target role families.,Cloud migration;microservices;data platforms;API banking;DevSecOps,Digital banking; AI productivity; platform modernization; risk and compliance automation,Role location verification; competitive hiring; sponsorship varies by team,Dallas expansion news; sponsor validation needed,Tier 2 - future expansion / verify roles,2026-07-04,"Regulated financial services revenue from lending, payments, trading, and wealth management with technology as core delivery channel.",Consumer banking; commercial banking; markets; wealth/asset management; corporate technology,Digital banking; AI productivity; platform modernization; risk and compliance automation,Cloud migration; microservices; data platforms; API banking; DevSecOps,Responsible AI; fraud analytics; IAM; SIEM; model risk governance,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS/Azure; Kubernetes; Python; SQL; Splunk; ServiceNow,"Scale regulated digital products, automate operations, and maintain security controls across global platforms.",Technology Analyst; Software Engineer; Cloud Security; Data Engineer; AI/ML Engineer,Dallas expansion news; sponsor validation needed H-1B employer signal confidence 4/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://www.morganstanley.com/careers,https://www.morganstanley.com/press-releases,https://www.morganstanley.com/what-we-do/technology,https://www.dol.gov/agencies/eta/foreign-labor"
C038,Nasdaq,Exchange + FinTech,New York / Dallas,Dallas,Nasdaq (Dallas): Digital banking; AI productivity; platform modernization; risk and compliance automation. DFW presence supports technology hiring in target role families.,Cloud migration;microservices;data platforms;API banking;DevSecOps,Digital banking; AI productivity; platform modernization; risk and compliance automation,Role location verification; competitive hiring; sponsorship varies by team,Dallas regional HQ signal; sponsor validation needed,Tier 2 - emerging DFW / verify sponsorship,2026-07-04,"Regulated financial services revenue from lending, payments, trading, and wealth management with technology as core delivery channel.",Consumer banking; commercial banking; markets; wealth/asset management; corporate technology,Digital banking; AI productivity; platform modernization; risk and compliance automation,Cloud migration; microservices; data platforms; API banking; DevSecOps,Responsible AI; fraud analytics; IAM; SIEM; model risk governance,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS/Azure; Kubernetes; Python; SQL; Splunk; ServiceNow,"Scale regulated digital products, automate operations, and maintain security controls across global platforms.",Technology Analyst; Software Engineer; Cloud Security; Data Engineer; AI/ML Engineer,Dallas regional HQ signal; sponsor validation needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://www.nasdaq.com/about/careers,https://www.nasdaq.com/newsroom,https://www.nasdaq.com/solutions/data,https://www.dol.gov/agencies/eta/foreign-labor"
C039,NYSE Texas / Intercontinental Exchange,Exchange + Capital Markets Tech,Atlanta / Dallas,Dallas,NYSE Texas / Intercontinental Exchange (Dallas): Digital banking; AI productivity; platform modernization; risk and compliance automation. DFW presence supports technology hiring in target role families.,Cloud migration;microservices;data platforms;API banking;DevSecOps,Digital banking; AI productivity; platform modernization; risk and compliance automation,Role location verification; competitive hiring; sponsorship varies by team,NYSE Texas opened/leased Dallas presence; sponsor validation needed,Tier 2 - emerging DFW / verify sponsorship,2026-07-04,"Regulated financial services revenue from lending, payments, trading, and wealth management with technology as core delivery channel.",Consumer banking; commercial banking; markets; wealth/asset management; corporate technology,Digital banking; AI productivity; platform modernization; risk and compliance automation,Cloud migration; microservices; data platforms; API banking; DevSecOps,Responsible AI; fraud analytics; IAM; SIEM; model risk governance,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS/Azure; Kubernetes; Python; SQL; Splunk; ServiceNow,"Scale regulated digital products, automate operations, and maintain security controls across global platforms.",Technology Analyst; Software Engineer; Cloud Security; Data Engineer; AI/ML Engineer,NYSE Texas opened/leased Dallas presence; sponsor validation needed H-1B employer signal confidence 3/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://careers.ice.com,https://ir.theice.com/press/news-releases,https://www.ice.com/fixed-income-data-services,https://www.dol.gov/agencies/eta/foreign-labor"
C040,Siemens Industry Software,Industrial Software,Munich / Plano,Plano / Texas,Siemens Industry Software (Plano / Texas): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,Texas top H-1B employer list,Tier 2 - sponsor / tech fit,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,Texas top H-1B employer list H-1B employer signal confidence 5/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://jobs.siemens.com,https://press.siemens.com/global/en,https://www.sw.siemens.com/en-US/,https://www.dol.gov/agencies/eta/foreign-labor"
C041,NXP USA,Semiconductor + Embedded Systems,Netherlands / Dallas,Dallas / Austin,NXP USA (Dallas / Austin): Software-defined vehicles; EV platforms; connected mobility; supply chain digitization. DFW presence supports technology hiring in target role families.,Embedded systems;telematics;cloud data platforms;ERP,Software-defined vehicles; EV platforms; connected mobility; supply chain digitization,Role location verification; competitive hiring; sponsorship varies by team,Texas top H-1B employer list,Tier 2 - sponsor / tech fit,2026-07-04,Vehicle manufacturing and mobility services revenue with growing software-defined vehicle and connected services segments.,Manufacturing; connected services; finance; supply chain; enterprise IT,Software-defined vehicles; EV platforms; connected mobility; supply chain digitization,Embedded systems; telematics; cloud data platforms; ERP,Vehicle cybersecurity; predictive analytics; cloud security; IoT data,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; SAP; Python; embedded Linux; SIEM,"Build connected vehicle platforms, secure automotive software supply chains, and digitize manufacturing.",Software Engineer; Cybersecurity Analyst; Data Analyst; Cloud Engineer; Business Systems Analyst,Texas top H-1B employer list H-1B employer signal confidence 5/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://www.nxp.com/company/about-nxp/careers:CAREERS,https://media.nxp.com/news-releases,https://www.nxp.com/design/design-center/software:MCUXpresso-Software,https://www.dol.gov/agencies/eta/foreign-labor"
C042,Indeed,HR Tech + Data,Austin / Texas,Austin / Texas / Remote,Indeed (Austin / Texas / Remote): Digital transformation; cloud migration; data-driven operations; cybersecurity. DFW presence supports technology hiring in target role families.,Cloud;ERP;analytics;automation;platform engineering,Digital transformation; cloud migration; data-driven operations; cybersecurity,Role location verification; competitive hiring; sponsorship varies by team,Texas top H-1B employer list,Tier 2 - sponsor / TX,2026-07-04,"Diversified enterprise revenue with technology enabling operations, customer experience, and product innovation.",Core business lines; shared services; technology; operations,Digital transformation; cloud migration; data-driven operations; cybersecurity,Cloud; ERP; analytics; automation; platform engineering,AI automation; data platforms; cloud security; GRC,Digital transformation; Cloud and data platforms; Cybersecurity programs,AWS; Azure; Python; SQL; SAP; ServiceNow,"Support enterprise platforms, analytics, and security for DFW headquarters and regional operations.",Technology Analyst; Data Analyst; Security Engineer; Cloud Analyst; Platform Engineer,Texas top H-1B employer list H-1B employer signal confidence 5/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://www.indeed.com/careers,https://www.indeed.com/news,https://engineering.indeed.com,https://www.dol.gov/agencies/eta/foreign-labor"
C043,UT Southwestern Medical Center,Healthcare + Research Tech,Dallas,Dallas,UT Southwestern Medical Center (Dallas): Health IT modernization; data interoperability; cybersecurity; AI-assisted research. DFW presence supports technology hiring in target role families.,EHR integration;cloud;data warehouses;identity management,Health IT modernization; data interoperability; cybersecurity; AI-assisted research,Role location verification; competitive hiring; sponsorship varies by team,Texas top H-1B employer list; Dallas institution,Tier 2 - sponsor / local,2026-07-04,"Healthcare delivery, distribution, or research revenue with increasing investment in clinical and operational technology.",Clinical operations; research; supply chain; health IT; pharmacy services,Health IT modernization; data interoperability; cybersecurity; AI-assisted research,EHR integration; cloud; data warehouses; identity management,HIPAA-aligned security; clinical analytics; AI governance; IAM,Digital transformation; Cloud and data platforms; Cybersecurity programs,Epic; cloud platforms; Python; SQL; Splunk; ServiceNow,"Secure patient data, automate supply chain, and enable research and clinical analytics.",Health IT Analyst; Data Analyst; Security Engineer; Cloud Engineer; Research Technology,Texas top H-1B employer list; Dallas institution H-1B employer signal confidence 5/5 from sample research — validate per role via DOL LCA data; not legal advice.,"https://jobs.utsouthwestern.edu,https://www.utsouthwestern.edu/newsroom/,https://www.utsouthwestern.edu/departments/information-resources/,https://www.dol.gov/agencies/eta/foreign-labor"
