pod_id,company_id,company_name,person_id,person_name,person_title,person_type,pod_slot,pod_purpose,location,verification_status,public_profile_url,search_query_url,engagement_hook_id,engagement_level,priority_score,status,notes,last_updated
POD-C005-02,C005,Charles Schwab,,[Search: recruiter #2],,recruiter,recruiter_2,Talent acquisition outreach,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20talent%20acquisition%20OR%20recruiter%20Westlake%20/%20DFW,,3,82,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22talent%20acquisition%22%20OR%20recruiter%20Westlake%20/%20DFW,2026-07-06
POD-C005-03,C005,Charles Schwab,,[Search: recruiter #3],,recruiter,recruiter_3,Talent acquisition outreach,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20talent%20acquisition%20OR%20recruiter%20Westlake%20/%20DFW,,3,79,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22talent%20acquisition%22%20OR%20recruiter%20Westlake%20/%20DFW,2026-07-06
POD-C005-04,C005,Charles Schwab,,[Search: hiring manager #1],,hiring_manager,hiring_manager_1,Hiring manager / team lead,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20engineering%20manager%20OR%20hiring%20manager%20Westlake%20/%20DFW,,5,80,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Westlake%20/%20DFW,2026-07-06
POD-C005-05,C005,Charles Schwab,,[Search: hiring manager #2],,hiring_manager,hiring_manager_2,Hiring manager / team lead,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20engineering%20manager%20OR%20hiring%20manager%20Westlake%20/%20DFW,,5,77,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Westlake%20/%20DFW,2026-07-06
POD-C005-06,C005,Charles Schwab,,[Search: hiring manager #3],,hiring_manager,hiring_manager_3,Hiring manager / team lead,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20engineering%20manager%20OR%20hiring%20manager%20Westlake%20/%20DFW,,5,74,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Westlake%20/%20DFW,2026-07-06
POD-C005-07,C005,Charles Schwab,,[Search: peer similar role #1],,peer_similar_role,peer_similar_role_1,Peer in similar role family,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Westlake%20/%20DFW,,4,70,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Westlake%20/%20DFW,2026-07-06
POD-C005-08,C005,Charles Schwab,,[Search: peer similar role #2],,peer_similar_role,peer_similar_role_2,Peer in similar role family,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Westlake%20/%20DFW,,4,67,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Westlake%20/%20DFW,2026-07-06
POD-C005-09,C005,Charles Schwab,,[Search: peer similar role #3],,peer_similar_role,peer_similar_role_3,Peer in similar role family,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Westlake%20/%20DFW,,4,64,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Westlake%20/%20DFW,2026-07-06
POD-C005-10,C005,Charles Schwab,,[Search: peer similar role #4],,peer_similar_role,peer_similar_role_4,Peer in similar role family,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Westlake%20/%20DFW,,4,61,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Westlake%20/%20DFW,2026-07-06
POD-C005-11,C005,Charles Schwab,,[Search: dfw local #1],,dfw_local,dfw_local_1,DFW-local technology contact,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20technology%20Westlake%20/%20DFW,,3,65,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20technology%20Westlake%20/%20DFW,2026-07-06
POD-C005-12,C005,Charles Schwab,,[Search: dfw local #2],,dfw_local,dfw_local_2,DFW-local technology contact,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20technology%20Westlake%20/%20DFW,,3,62,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20technology%20Westlake%20/%20DFW,2026-07-06
POD-C005-13,C005,Charles Schwab,,[Search: alumni connection #1],,alumni_connection,alumni_connection_1,UNT / alumni pathway,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20University%20of%20North%20Texas%20OR%20UNT%20alumni%20Westlake%20/%20DFW,,6,75,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22University%20of%20North%20Texas%22%20OR%20UNT%20alumni%20Westlake%20/%20DFW,2026-07-06
POD-C005-14,C005,Charles Schwab,,[Search: alumni connection #2],,alumni_connection,alumni_connection_2,UNT / alumni pathway,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20University%20of%20North%20Texas%20OR%20UNT%20alumni%20Westlake%20/%20DFW,,6,72,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22University%20of%20North%20Texas%22%20OR%20UNT%20alumni%20Westlake%20/%20DFW,2026-07-06
POD-C005-15,C005,Charles Schwab,,[Search: thought leader #1],,thought_leader,thought_leader_1,Technology thought leader,Westlake / DFW,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Charles%20Schwab%20chief%20information%20OR%20head%20of%20technology%20Westlake%20/%20DFW,,2,55,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Charles%20Schwab%22%20%22chief%20information%22%20OR%20%22head%20of%20technology%22%20Westlake%20/%20DFW,2026-07-06
